,hotel_name,rating,review
599,OYO 276 Bh Hotel,5,"One of the better hotels for the price.. OYO 276 ticks all the boxes when you require a clean large room, good bed, with the bathroom having great showers. I&#39;ve stayed in 3 different types of rooms over a week and all the amenities are the same. It is a quiet and safe hotel. The staff are always attentive and caring."
600,OYO 276 Bh Hotel,4,Nice new hotel down a alley. On the wrong side of a busy road if you want to see the old quarter. But the price is right. The view of the red river is nice from the 6th floor. Ran out of hot water in my morning shower. There is a kettle but No water or coffee in the room.
601,OYO 276 Bh Hotel,5,Spacious room and clean. Chair and small table for working. Room quite new. 501 with River view would be the best choice. I am happy with that 😊. I made bookings via OYO app offered me extra discount 👍
602,OYO 276 Bh Hotel,5,"Lu2019équipe est très sympathique, merci !nLa chambre était parfaite, 7eme étage avec vue sur le fleuve dans une immense chambre, tout était propre et confortable. Rapport qualité&#47;prix excellent .Seul petit bémol, nous avons entendu un fond de basses de musique du2019un autre immeuble le matin"
603,OYO 276 Bh Hotel,5,"Though this was a little further of a walk to the old quarter and much of Hanoi, and you had to cross a very busy street, it was more quiet and restful than had we stayed in the Old Quarter. The room was big and clean. There was plenty of hot water, doing"
604,OYO 276 Bh Hotel,4,"A good base to go off exploring Hanoi.. Very friendly and helpful staff. Quickly arranged bike rental, airport transfers etc.... No coffee or tea in the rooms despite there being a kettle etc..."
605,RedDoorz Plus near Benh Vien 108,1, Like cc
606,RedDoorz Plus near Benh Vien 108,5," Fully equipped, reasonable price"
607,RedDoorz Plus near Benh Vien 108,5, Room is very large and clean.
611,Grand Holiday Hotel 2,5,We enjoyed our stay at this hotel very much. The staff was very attentive and welcoming. My room had been very recently renovated. The landscape were beautiful throughout the day. The food quality is certainly great. There were several international television channels available. The room we stayed in was clean.
612,Grand Holiday Hotel 2,5,"I stayed for 4 nights. great hotel, great service with clean rooms and comfortable beds. Nice cntral location in the heart of the french quarter. I highly recommend this place. Tony the owner was very helpful and has assisted me in every way I requested."
613,Grand Holiday Hotel 2,5,"The hotel is located in the centre of old quarter. Tucked away location near lots of local food and attractions allowed us to explore some interesting parts of town. Booked through the hotel at a very reasonable cost. As they say, eat what the locals eat and you won't be wrong."
614,Grand Holiday Hotel 2,5,My boyfriend and I stayed at this hotel in July and we had an amazing experience. Room size was average for a hotel in the city. Rooms were quiet despite being in a busy quarter. We were always greeted with a friendly smile. From arrival to departure we were well taken care of.
615,Grand Holiday Hotel 2,5,I was so glad I booked this great hotel. Very clean during the whole stay. I found the staff to be very friendly and they helpful. The hotel sits in a good location. The hotel is located in the old quarter and the Hoan Kiem Lake can be reached by foot.
616,Grand Holiday Hotel 2,5,"I was lucky to stay in this hotel 3days while
hanoi tour.
Clean room condition with enough hot water …"
617,Grand Holiday Hotel 2,1,"I was moved to the dorm here by Hanoi Travellers Hostel because they couldn't extend my stay with an AC room. In the dorm, the AC was stuck at 29C (84F). It would have been fine, but there was an unreachable window open so to avoid …"
619,Grand Holiday Hotel 2,3,"Located in nice back packers area, rooms Old, not toooo comfortable, view of my room was in building site - Just 1m outside my window xd but its VietNam :)"
620,Grand Holiday Hotel 2,5,"Very friendly staff, hotel clean room, very good value for money. Located 4minutes by walking from hoan kiem lake!"
621,HanoiStyleHotel,5,Good hotel
623,Church Boutique Hotel,1,"It feels old and there is a small window facing the bed, the room is still bright we were having hard time taking a nap in the evening after long journey. With the price that we pay, we can get a much better hotel in the area. The pros is …"
624,Church Boutique Hotel,1,"We arrived to Hanoi on the 3rd of April, 2017. Church Boutique Hotel was our first hotel in Vietnam, booked by a Vietnamese tourist agency.
The hotel is nothing like the pictures, rooms were very narrow, with no windows, …"
625,Church Boutique Hotel,1,"There was a rat in our room. We asked to move and the only rooms that were available was the room next door and a room on another floor that the staff told us had a lice problem. We took the room next door and would you know it, 2 more rats …"
626,Church Boutique Hotel,1,"Very bad experience here. The rooms are tiny, which is fine, but the hotel is generally in shabby condition. Loud mechanical noises throughout the night. And the WiFi did not work -- even when it was technically connected we couldn't access many websites."
627,Church Boutique Hotel,1,Room different from online. Fake advertising. Room is just enough to step in with luggage.
628,Church Boutique Hotel,1,Rat.running down corridor and paper thin walls
629,Church Boutique Hotel,1," 3 meter wide hotel and therefore everything too cramped for breakfast, the hotel has had its prime for a long time. Fridge in the closet works right next to the bed."
630,Church Boutique Hotel,2,Old room. Fridge doesnt work. Everything looks like run down. The buffet does not offer varieties. But the price is cheaper than other branch.
631,Church Boutique Hotel,2,"Moderate hotel if you're on a budget. Located in a very noisy part of town, but most of the rooms don't have any windows...so take your pick on that one. …"
632,Church Boutique Hotel,2,Poor Hotel. Very lousy
633,Hanoi Silver Moon Lakeview Hotel,3,Standard.
636,Hanoi Silver Moon Lakeview Hotel,5,"Highly recommended, great location, lovely helpful, patient staff and honest staff - everyone speaks great English too. Recommended."
637,Hanoi Silver Moon Lakeview Hotel,5,Very helpful & friendly staff speaking good English Great breakfast Ideal location - quiet street in the old quarter near Hoam Kiem Lake I would definitely stay here again and recommend it for anyone staying in Hanoi.
638,Hanoi Silver Moon Lakeview Hotel,5,Service good & room good
640,Vision Premier Hotel & Spa,1,"We spent one day and one night in this hotel before moving to another one. The hotel itself is ok but expensive for the quality. They 'kinda' forgot to mention about a construction site right next to it. Worst, while napping after a 17 hour …"
641,Vision Premier Hotel & Spa,5,What a great hotel for the price. Friendly staff and clean rooms plus the free breakfast in the mourning perfect way to start your day off in Hanoi. Dat Rooney was great at helping us set up day trips and arrange transportation two and from airport. I would recommend staying here when. every in haoi
642,Vision Premier Hotel & Spa,1,House keeping is bad and cheats you for money. AC doesn't work properly. There is mosquito in the hotel. The breakfast is limited and the hotel is very small unlike the pictures. I burnt my hand using their old school oven for toasting my bread and they didn't provide first aid even. Very very bad investment.
643,Vision Premier Hotel & Spa,5,"Excellent hotel! Was really clean, cosy and amazing breakfast (buffet).
One room for two= 27$. …"
644,Vision Premier Hotel & Spa,5,Comfortable clean stay. Friendly staff. Good location. Would highly recommend. Excellent value for money
645,Vision Premier Hotel & Spa,5,Great friendly helpful staff. Helpful with tour booking & a fun day in Halong bay. Nice room & a great breakfast to get our day started in the morning
646,Vision Premier Hotel & Spa,5,Great location and very friendly staff. Our room itself was very clean and elegant while the breakfast was excellent and served early enough that we were able to eat before we were picked up for our day tours.
647,Vision Premier Hotel & Spa,5,Rosie speaks great English and is super helpful. The rooms are very nice and clean. Wifi not super fast. They are accommodating about leaving your stuff before or after check in. Good free breakfast.
648,Vision Premier Hotel & Spa,1,Very disgusting place. Door to the room had actual holes in it. Ants crawling up and down the walls. Bathroom stunk of sewage horribly bad. Lots of other bugs too. Dirty place. Don't stay here.
649,Vision Premier Hotel & Spa,5,"Clean room, very good tasty breakfast, stuff is very helpful, good localization near night market."
650,Millennium Hanoi Hotel,1,Too bad. Be careful with the staff!!
651,Millennium Hanoi Hotel,1,There is too nosiy here. The music came from other houses in the midnight made me could not sleep well.
652,Millennium Hanoi Hotel,1,"I booked a room with them in advance but when I came after checkin time, they offered a higher-price room otherwise I had to wait a long time for the booked room cleaning. What a disapoitment waiting for me after a tired trip. I will never come back this cheating hotel ever again."
653,Millennium Hanoi Hotel,1," Called to book a room in advance, but when I came to check in, I reported that the room I ordered had a broken air conditioner and changed to another more expensive room; Room rate includes breakfast mainly"
654,Millennium Hanoi Hotel,1,"(Translated by Google) Everyone is careful with the housekeeping staff (the employee is a family member of the manager ks), cleaning the property.
Toilets collapsed and deteriorated …"
655,Millennium Hanoi Hotel,1, Be careful to lose your property !!
656,Millennium Hanoi Hotel,2, Old and quite dirty
657,Millennium Hanoi Hotel,3,"Once staff and clean.
But, only burning water in our room. Night club on the other side of the road.
Forget the breakfast and get out for some quality. …"
658,Millennium Hanoi Hotel,3,Pleasant time
659,Millennium Hanoi Hotel,3,Service ok ! Staff very funny ! Room service clear and clean
660,Blue 29 Hotel,3,"I was in private home nearby, not the hotel."
661,Blue 29 Hotel,4,The accomadation was clean and pleasent The room had plenty of space to move around in with comfortable furniture and extra large king size bed. The staff was very helpful and spoke enough English to meet all my needs. Definitely would stay again.
662,Blue 29 Hotel,1,"Very expensive, but more importantly, they charged me hidden fees upon checkout. Avoid."
663,Blue 29 Hotel,5,"It is clean and inexpensive. 600000 per day, VND 500000. Check-in after 6pm is VND 300,000 VND370,000. Problem: There is no service for bottled water."
664,Blue 29 Hotel,4,Clean room and great price.
665,Blue 29 Hotel,5,Good service
666,Blue 29 Hotel,4,"Situated in a dirty street, but the room is nice. Stayed only for one night, not far from the main sites of the city with a lot of places to eat around"
667,Blue 29 Hotel,5,Good location hotel
668,Blue 29 Hotel,3,Ok
669,Blue 29 Hotel,5,very good!
670,Tu Linh Palace Hotel,5,"Good hotel, good service with chip price. I was feeling that i went to European bussiness trip instead of i am in Vietnam"
671,Tu Linh Palace Hotel,4,Definitely this place for best in short staying and in budget . And also it's situated in main commerical areas of old quarters..hon kiem lake is nearer.Visited on Winter vacation Dec 2019 .. Hanoi is One of the finest and best winter …
672,Tu Linh Palace Hotel,4,The staff was very friendly and helpful. Rooms were a bit small but a good catch if you're looking for a budget friendly option. It is situated in the old quarter and all the market street were just infront of the hotel. We could access all …
673,Tu Linh Palace Hotel,5,Nice hotel to stay for along time
674,Tu Linh Palace Hotel,3,"This hotel is a mixed bag. The people at the hotel were really nice, helpful and accommodating. Also the location of the hotel is really good. However, the rooms are a total mixed bag. The first room was the 4 series and neither was the A/c …"
675,Tu Linh Palace Hotel,4,"Small rooms. I had twin bed room, it was indeed small than I expected. Have to tidy to appreciate that space or else you will be walking over your own luggage. The breakfast was okay and service appreciated for that price was a good deal. No food prepared though, have to eat out before coming to hotel."
676,Tu Linh Palace Hotel,5,"Absolutely love this reasonably priced hotel and the staff here!!! Small boutique hotel in the Old Quarter made it easy to walk to the lake, Old Quarter shopping and food. The nice breakfast was a great way to start each day. The staff …"
677,Tu Linh Palace Hotel,5,Great place to stay. Everything in walking range. Very friendly service
678,Tu Linh Palace Hotel,5,"Not bad. At least it's centrally located, cheap, CLEAN and QUIET. Small rooms doesn't matter much to me. Breakfast is acceptable for the price you pay, such as eggs, fried rice, bread, bacon, watermelon, banana, cheese, milk, tea, coffee."
679,Tu Linh Palace Hotel,4,Rooms are nice and clean with no glaring insufficiencies. Staff don't seem too attentive... They are nice but seem more preoccupied with their phones or coworkers. Breakfast can be skipped. You're better off walking a short distance to grab a bowl of soup somewhere.
680,North Hostel N.2,1, I booked with booking and upon arrival I wanted to raise the price to have AC
683,North Hostel N.2,2,"The hostel is very cheap and staff is friendly, but rooms are a little bit ugly."
684,North Hostel N.2,2," For picky and nervous people, I recommend looking for another place, for many reasons: 1. The interior walls are made of cardboard without soundproofing, so you can hear everything like in a hostel of 12 chairs."
685,North Hostel N.2,3,Good
686,North Hostel N.2,3,"(Translated by Google) I came in 2015 and 2017 and nothing to change
Owner is great but hotel rooms deserve a good refresh
The price is quite low which compensates for the lack of equipment …"
690,Rising Dragon Palace Hotel,1,This hotel is not conveniently located near the fascinating old city centre of Hanoi. A 20 minutes walk to the Hoan Kiem Lake and will take you about 30 minutes to central of Old Quarter. The staff is very friendly but their English is in …
691,Rising Dragon Palace Hotel,1,"Very disspointed hotel and it was far under from out expectation. We read alot of good reviews and nice pictures for this hotel but everything was totally different. Room was small, narrow and stained bath-room and alot of mold . bed sheet …"
692,Rising Dragon Palace Hotel,1,"Poor hotel and bad service!
The hotel needs to improve in several areas. The plumbing in the hotel is poor. When the guests in the above room(s) flush their toilet, there will be a loud …"
693,Rising Dragon Palace Hotel,1," The worst staff I have ever seen is the only thing the hotel can score with is the location, you just get ripped off by the staff at the shuttle to or from the airport to change money or whatever to do with money it"
694,Rising Dragon Palace Hotel,1, We booked a taxi transfer to the airport via the hotel. We were told that the ride costs us around 12 €. On the day of departure we were at the end additionally on the amount 5% on it and additionally 15 USD again.
695,Rising Dragon Palace Hotel,1, Exclusion of Chinese and Taiwanese
697,Rising Dragon Palace Hotel,2,"clean and decent interior
But so thin walls that I could hear all the next door people's talking and snoring sounds …"
698,Rising Dragon Palace Hotel,2,"(Translated by Google) It differs a lot from pictures and is difficult to find...
Not sure about the kindness... …"
699,Rising Dragon Palace Hotel,2, Just Jengan Low Motel
700,Hanoi Ruby Guest House,4,"Nice friendly, clean, cheap place. Dorm on 6th floor, but spacious with lockers and small ensuite bathroom"
701,Hanoi Ruby Guest House,4,"(Translated by Google) We booked a room for 3.
It's right in the center of the city we did everything on foot for the old town so the location is top notch. The room is big enough the comfortable beds. This …"
702,Hanoi Ruby Guest House,4," This is the travel agency office renovating the upper floors into a thinking room. Not a traditional hotel. Enthusiastic staff, right in the heart of the old town, convenient to travel."
703,Hanoi Ruby Guest House,5,"Nice staff perfect service, room very clean, new and big but a little bit noisy from street outside, the location is perfect. Recommended!"
704,Hanoi Ruby Guest House,5,We stayed in the triple room and it was clean and comfortable staff are very accomodating we loved it
705,Hanoi Ruby Guest House,5,"Perfect location, great price, very nice staff, amazing rooms, clean, comfortable, everything is just perfect!"
706,Hanoi Ruby Guest House,5,"Nice place but the dorm is on sixth floor, without escalator"
707,Hanoi Ruby Guest House,5,Nice house.
708,Hanoi Ruby Guest House,5,Good
709,Hanoi Ruby Guest House,5," Room right in the center of the old town, affordable price"
710,Little Diamond Hotel Hanoi,1,"Sorry but terrible. Arrived and had a shower, bathroom flooded, nothing going down drain. Air con not working. Later in the evening cigarette smoke starts filling the room from a vent near the ceiling. Can barely breath trying to sleep. Pictures nothing like the room we had. So many better in Hanoi"
711,Little Diamond Hotel Hanoi,1,"There is a real sense of xenophilia at this hotel. My friend and I are Vietnamese and we come from the South, so we can say we are regionally different from the capital people. Judging on our accent, they treated us indifferently with no …"
712,Little Diamond Hotel Hanoi,1,"My girlfrinde got Good poisoning after breakfest. The staff refuce to even concider it to be ther fault since they only serve basic breakfest with Fride egg and heated nuddels and rice. Not they way to go about i situation like this, even if the Good poisoning is from somewher Els."
713,Little Diamond Hotel Hanoi,1,"We booked 1 room for 1 night. we arrived at 23:00pm after on long day at Sapa and we were exhausted. staff was unfriendly and offerred us a room 5$ more expensive. We said no to that room, so we went in our room and it was disgusting. there …"
714,Little Diamond Hotel Hanoi,1,"Be careful. I stayed in 2018, and the maid tried to steal my passport. Luckily, I was able to get it back, but it was not a fun process."
715,Little Diamond Hotel Hanoi,1, Customer service is available for testing at the first time when it comes out
716,Little Diamond Hotel Hanoi,1," As soon as I entered, I smelled very heavy and mildew. We ordered a room without a window. Although the air was opened, the air was always circulated, and the bathroom was full of mildew. Worse, the toilet smells like"
717,Little Diamond Hotel Hanoi,1, Over-booked and guided to another hotel within 10 minutes walking distance. It is on the 6th floor but there is no elevator. We can not say that hotel is not equipped with teaspoon tea kind. I just like the location.
718,Little Diamond Hotel Hanoi,1," I can’t say anything good, since in this hotel, my husband and I stole phones. Just went to the room when we slept and stolen, the staff did not help in resolving this issue."
719,Little Diamond Hotel Hanoi,2,There is no elevator. the internet on the top floor did not work. The room has a bad smell that seems to be from the closet. You have to clean the air conditioner because it smell bad. The shower and toilet are very small. The air-conditioning cooling good and the bed is very comfortable. There is a restaurant
720,Eternity Hanoi Hotel,4,"The room was, clean, spacious. AC worked wonderful! The staff was mostly friendly, only reason I didn't give five stars is they didn't really go above and beyond for their guest, the staff just does their job, but doesn't go out of their …"
721,Eternity Hanoi Hotel,1,When I extended for one night the girl told me the price would be the same as the previous night. But at check out they tried to charge much more than the price stated in the booking for both nights. She started lying right in my face and …
722,Eternity Hanoi Hotel,4,"Hotel is quite good if you compare to price.
Room is filled with basic amenities.
Breakfast is acceptable."
723,Eternity Hanoi Hotel,5,"we stayed for 3 nights during out convention time. as convention centre is nearby. we have stayed for 30$ a night and i feel it is worth it. rooms are little small but clean beds, bathrooms. they have bigger rooms at extra cost. staff is …"
724,Eternity Hanoi Hotel,3,Had a bit of a problem when checking in. Photos did not match the online posting. The superior room did not contain a balcony as mentioned on Agoda and the photos of the bathroom we're completely wrong. …
726,Eternity Hanoi Hotel,5,"Close to the railway station, has all the amenities you would need in a hotel. Room and toilet are both spacious. There is a full size fridge in the room as well. …"
727,Eternity Hanoi Hotel,5,"Wonderful hotel in very central location.
The room is very clean and comfortable
The staff so very helpful and friendly. …"
728,Eternity Hanoi Hotel,5,"Very recommended hotel, suitable for Family too, located not too far from old quarter, with the comfort of quieter hotel to rest in. Staff there are totally helpful and pleaseful in assisting guest need."
729,Eternity Hanoi Hotel,4,"Great hotel with really friendly staff. Our room was big, clean, and comfy. Best sleep I had in Hanoi. Breakfast buffet was amazing with many options to choose from. You also get a 10% discount at ViSpa with free pick-up."
730,Eco Hotel Hanoi,1,Looks nothing like the pictures
731,Eco Hotel Hanoi,1,"Noisy, Shower is not work, Maid cleaned room but forgot to LOCK the door."
732,Eco Hotel Hanoi,1,"Dirty, expensive"
733,Eco Hotel Hanoi,1,Dislike
734,Eco Hotel Hanoi,1, Visited March 2021. The next building is under construction. I thought it was crazy to do drilling work from 6 in the morning. Excluding cost-performance ratio.
735,Eco Hotel Hanoi,1,"(Translated by Google) Overbooked and taken to a strange hotel
The staff responded worst …"
736,Eco Hotel Hanoi,1, fishing....
738,Eco Hotel Hanoi,2,"+Price is great!
-Lukewarm showers
-4/10 on room cleanliness …"
739,Eco Hotel Hanoi,2," The price is only up to the railway, so the hotel is very quiet and the elevator is very small."
740,Bonne Nuit Hotel,5,Good hotel
741,Hanoi Prince II Hotel,1,"We booked a room by phone, on arrival we were told they would not have a room until the next morning.
We were asked (as a favor) to spend one night in the hotel 100 mm away, we …"
742,Hanoi Prince II Hotel,1,"We got very disappointed at the check in, our room (booked weeks in advanced) was no longer available (was given to a group staying longer than expected) so the receptionist arranged another room next door. This room was a downgrade compare to the room initially booked. The toilets and shower room are squeezed together in 1 m² space."
743,Hanoi Prince II Hotel,1," The hotel requires guests to pay overnight parking, not free any drinks, even a small bottle of water, without prior notice of the costs incurred above, so the payment is more expensive than other places."
744,Hanoi Prince II Hotel,1," A small hotel council. If booking makes a mistake and has left to book more rooms than are available, to the people who stay outside, you can not be offered by an insulting discount another room in another hotel of a"
748,Hanoi Prince II Hotel,2,Average
751,Hotel. Liltle Ha noi. 48 Hang Ga,5,This place is great for backpackers because it's near to most of the places that you wanted to visit in Hanoi especially the market and the lake. The room is clean and the bed is comfortable. The breakfast is good. The staff are very helpful and they're always smiling and friendly. I had a great stay.
752,Hotel. Liltle Ha noi. 48 Hang Ga,5,Great spot close to everything and SUPER friendly helpful staff. Made great recommendations and took the time to tell us a bit about where to go in the city. Very much recommend this spot.
753,Hotel. Liltle Ha noi. 48 Hang Ga,4,"The staff here are really friendly and helpful. They had a guide ready with the list of attractions and food to check out. The room had all the basic necessities and the TV had several English channels. For the price point, it's good for those on a budget!"
754,Hotel. Liltle Ha noi. 48 Hang Ga,4,We were moved here from the Little Hanoi Hotel when we wanted to extend but they were booked out. It turned out to be an improvement and we really enjoyed it. The rooms are nice and the location is good. There is one of the best places in …
755,Hotel. Liltle Ha noi. 48 Hang Ga,5,"Hotel like accommodation for a backpackers price. Great location for the Old City area. Staff are amazing, staying up into the night to let you inside if you've been out"
756,Hotel. Liltle Ha noi. 48 Hang Ga,5,"A great hostel, very friendly and helpful staff. They booked great tours for good prices for me and were very flexible with the room booking - I could spontaneously cancel one night when I did the tour to Halong Bay with one night of the …"
757,Hotel. Liltle Ha noi. 48 Hang Ga,4,"Friendly staff, simply but good breakfast. We had a nice double bed room with private bathroom and AC. Not very fancy but just fine. Would recommend."
758,Hotel. Liltle Ha noi. 48 Hang Ga,5,"Good price and the service is excellent! Nice and friendly staff, great food! and well located!! One of the best places I stayed in Vietnam!"
759,Hotel. Liltle Ha noi. 48 Hang Ga,5,"To Kim
Thanks so much for your kindness.
I come back to my country. …"
760,Hotel. Liltle Ha noi. 48 Hang Ga,4,"Nice and cheap hostel with friendly staff. Easy to make new friends. In case you will be doing the halong bay tour, stay there at least two full days. It's worth it"
761,Khách Sạn Bảo Hưng,1, Poor civilization
765,Khách Sạn Bảo Hưng,5,"(Translated by Google) Room has a nice view. Good utility service. Elegant and polite staff.
At the right time of the holiday, there are also gifts. ❤️ …"
766,Khách Sạn Bảo Hưng,5," The hotel is good, the price is acceptable"
768,Hanoi Amber hotel,5,"i could not expect more from this hotel. Everything was so nice. The receptionist and even the manager was so informative and the bellboy was willing to do anything to please you. Besides, it's located right in the center of the old …"
769,Hanoi Amber hotel,5,"Quiet, clean and very comfortable. We enjoyed our stay very much. Everything was good. Close to everything important in Hanoi, even the bus stop for a bus from airport. Breakfast were included and very good and fresh - u choose what you wanna eat from a menu. We slept very well. Staff very nice and approachable."
770,Hanoi Amber hotel,5,"Amazing location. Close to the markets, river and nightlife. Super friendly staff, Miu, Henry all of them were just amazing to us.
They offer really good tours as well. Amazing food as well!
If we ever come back to Hanoi, we will definitely stay here again."
771,Hanoi Amber hotel,5,"In the Old Quarter where there is (some) order out of chaos (smiles). A comfortable and spacious room, the best breakfast I have had in many years of travel, and hotel staff who will do everything to make your stay a wonderful one. Henry …"
772,Hanoi Amber hotel,5,My boyfriend and I had an extremely comfortable stay at the Hanoi Amber Hotel. The staff were very friendly and helpful and we were made to feel so welcome. Miu was particularly excellent and attentive! The room was clean and the bed very …
773,Hanoi Amber hotel,5,"LOVED THIS HOTEL. Staff are amazing and go way above and beyond. So nice, so helpful, genuinely care about customers. Breakfast is lovely, you get to pick as much as you'd like off a lovely menu (pancakes are a must everytime). We loved Daisy and Son, very helpful staff"
774,Hanoi Amber hotel,4,Staffs were great and friendly most of the time. Breakfast is delicious and fresh. l really enjoy they serve. Room cleanliness needs to be improved.
775,Hanoi Amber hotel,5,Manager and staff were very kind and helpful. The room was clean and not expensive.
776,Hanoi Amber hotel,4,"Good hotel and well placed in the old quarter of Hanoi. However we did book a room with a window and views to the city, and it was an interior windows where you could only see an interior wall of the hotel. The staff was really friendly and they came to pick us up on the streets on the first day when we couldn’t find the hotel"
777,Hanoi Amber hotel,5,"The whole experience in this hotel is beyond 5 stars, every single staff here is all smiley and friendly. The bell boys were exceptional helping us bring our luggages up the stairs. …"
778,Little Charm Hanoi Hostel - Homestay,4,"Cheap and clean dorms, good location, friendly staff."
779,Little Charm Hanoi Hostel - Homestay,5,"(Translated by Google) New hotel, beautiful and impressive design.
Full facilities but incredibly cheap in this pandemic season. I booked a female dorm bed and got 120k/night. It's hard to find a place like this in Hanoi …"
780,Little Charm Hanoi Hostel - Homestay,5, Newly remodeled hostel with good value for money
783,La Sante Hotel & Spa,1,"Breakfast is so terrible, they said that it is buffet but you can choose only one main course. expensive, bad, it isnot worth your money at all"
786,La Sante Hotel & Spa,2,Not good. The room is small
787,La Sante Hotel & Spa,2, Hotel that if the pulls but that would have very little for which to pull itself. Tall and narrow with 3 or 4 rooms per floor and 1 lift only.
791,La Sante Hotel & Spa,3,"Hotel in a narrow street near the West lake.
4 stars but not according International standardsNarrow and tall 3/4 rooms for floor. …"
792,La Sante Hotel & Spa,3,Small room but very comfortable location.
793,Hanoi Elpis Hotel,2,"At the brink of the old town in Hanoi, one of four in the Elpis range. The towels were so old - they were grey! The breakfast mediocre, no lift. The only good thing was the excellent service, provided by the receptionist."
794,Hanoi Elpis Hotel,2, Good bye
796,Hanoi Elpis Hotel,3,"Good location, easy to have a slow walk around to Hoàn Kiam Lake, Long Bien Bridge and the cathedral"
797,Hanoi Elpis Hotel,3,Breakfast and coffee was good. Staff was good. Our room was dark because of no windows.
798,Hanoi Elpis Hotel,3, A 5 star rating is required on TripAdvisor.
802,Hanoi Elpis Hotel,4,"It's a good stay in the center of Hanoi city in the old quarter
Shopping centers or streets, restaurants, pubs are in the walkable vicinity.
Rooms are clean and staffs are good. Breakfast menu is also good here."
803,Hanoi Elpis Central Hotel,1,"Room 302 smells like sewage. Would not recommend. The staff sprayed the room with air freshener before we came in, making it obvious they know this rooms problem."
804,Hanoi Elpis Central Hotel,1,"The ranking is fake, the hotel pays the guests for the best review"
805,Hanoi Elpis Central Hotel,2," Advantages: The location is near the old city, there are a lot of restaurants and cafes, and it is very close to Beer Street. The service staff of the hotel are very good and provide a lot of tourist information."
806,Hanoi Elpis Central Hotel,3,"Breakfast is awesome, location is acceptable, but wifi really really really sucks"
811,Hanoi Elpis Central Hotel,4,The services are great. The staffs are very efficient and helpful. Always help to attend to our needs
812,Hanoi Elpis Central Hotel,4,Very accommodating staffs
815,Khách Sạn Hoàng Cường,4,good
816,Khách Sạn Hoàng Cường,4," Reasonable price with convenient location, normal room"
819,Khách Sạn Hoàng Cường,5,Ok
820,Khách Sạn Hoàng Cường,5, Nice location. The price on the new booking is good
821,Khách Sạn Hoàng Cường,5, The hotel is convenient for travel. Reasonable price
822,Khách Sạn Hoàng Cường,5, The surroundings are very beautiful and fun. Convenient The center is located on the opposite street to eat all day and night.
823,Skyline Hotel,5,Absolutely amazing! Great location! So when i got here they only had a room without a window so they put me in their new hotel called Bonsella Cozy Hotel. This hotel was new and they’re still trying to get more guests. …
824,Skyline Hotel,3,"The recepcionist is really friendly,helpful and hardworking. I would say they are short of staff as he was pretty much the only staff member I have seen for over 24hours. Good size bedroom and bed,fairly quiet. Not far from red bridge. …"
825,Skyline Hotel,5,"The hotel is very clean and the staffs are so friendly and professional!
The hotel location is good and easy to access else where in the town! The breakfast will be served in another building nearby and the dinning area has a very good view of the city!"
827,Skyline Hotel,5,Great location! Our room was very comfortable and clean. The staff was simply amazing. Ivy helped arrange a Halong Cruise for us during the busy Tet season and she also arranged our airport transfers and made everything so easy for us. They …
828,Skyline Hotel,5,"The room is clean and quite big.
The male receptionist is super friendly
Definitely will come back after pandemic over."
829,Skyline Hotel,5,"Room was really good, top floor, clean, awesome view.
Staff super friendly that go out of their way to help you with everything for you to have the best stay in Hanoi. …"
830,Skyline Hotel,5,Great location. The staff are exeptional in spite the language barrier. They went out of thier way to ensure of needs are met. Highly recommended. …
831,Skyline Hotel,5,"The staff were friendly and approachable. The rooms are well furnished, albeit small in footage. The breakfast variety is somewhat limited to bread, sliced fruits and a few cooked dishes, but the made-to-order menu made up for it. Excellent …"
832,Skyline Hotel,5,I personally love this hotel very very much! Receptionist Anna and Jasmine are very friendly and helpful. Provide very informative guide to each guest. From welcome drinks to small little souvenir as good bye gift. Simply leave a very …
833,HANOI BOUTIQUE MALO HOTEL,5,"I highly recommend this place for tourist and backpackers. Very nice room service, good room standards and very helpful trip service. Prices are average and trip prices. negotiable. Location is perfect for a visist Old Town and most important museums and must-see places."
834,HANOI BOUTIQUE MALO HOTEL,5,"Great place to visit in Hanoi. Couldn’t have a better location. It’s on a little side street so it’s quieter. Very close to coffee, bars, and convenience stores. On weekends they actually close the street it’s on and around it to traffic. …"
835,HANOI BOUTIQUE MALO HOTEL,5,"Amazing staff and hospitality
My husband and I looked at many hotel options before deciding on Hanoi MALO Hotel. We are so incredibly happy we chose to stay here. The staff is fantastic, …"
836,HANOI BOUTIQUE MALO HOTEL,5,"Rosa and the team and Malo made our stay memorable. From the moment we arrived early in the morning and jet lagged nothing was too much trouble for the them. We booked trips through them and got upgraded free of charge, they booked our …"
837,HANOI BOUTIQUE MALO HOTEL,5,"We loved so much ms Rosa. From the understated entrance we were pleasantly surprised to find a very elegant decor throughout. What really stood out was the staff, all of whom obviously loved their job and were passionate in giving of their …"
838,HANOI BOUTIQUE MALO HOTEL,5,"Lovely boutique hotel in a great location! Top notch hospitality, we felt very welcomed. Hotel has just opened a month ago and it’s still under a little maintain but already feel great. Can’t wait to see it once it’s fully done! Will stay there for 100% when next time in Hanoi. All the best to the owners!!"
839,HANOI BOUTIQUE MALO HOTEL,5,great service and quality. great value for the price. great hotel for big family and big group
840,HANOI BOUTIQUE MALO HOTEL,5,great lovely hotel in the center city. ms Rosa and staffs were excellent loverly. thank you for caring our family
