,review,rating,sentiment
530,"I really love the staff from this hotel, they were really friendly and helpful.
The staff woke us up for our halong bay tour even we didn't book the tour with them. …",5,1
531,"Nice rooms (especially the suites) for a competitive cost. Very handy to 'Old Quarter' attractions, dining, and shopping. Tasty breakfast of Pho or eggs, pancakes, etc. Staff very friendly & helpful, especially Bella who books tours. She went above & beyond to ensure we were satisfied. Highly recommended.",5,1
532,Very welcoming hotel. The staff are knowledgeable and most willing to help with everything and to make the stay comfortable. Well recommended.,5,1
533,At the 20-25 USD price point this hotel is a heavy hitter. Perfect location in the old quarter. Great breakfast (order a couple of plates). The rooms have some small quirks - minor disrepair. It's nothing to to grumble about too much. I loved it - it is my base for Hanoi.,5,1
534,Rooms were very clean & staff very friendly & helpful. We booked a number of tours through Bella who went out of her way to make sure we were happy. I would highly recommend her for any of your tour requirements.,5,1
535,This hotel is strategically located and only takes a few minutes to all the locations in the old quarter. Price is great and very clean. Lisa planned and our trip very well that we need not have to crack out head. It was my partner’s …,5,1
536,"We had the most horrid experience at Rising Dragon Hotel and frankly, it was the only bad experience in our entire Vietnam trip. We arrived at the hotel at 7pm in the evening and had a booking for one night. In the morning we were supposed …",1,0
537,"Very good hotel with all basic amenities, strategically located in the old quarter. The staff were very friendly and helpful. Tour to ninh binh was very good arranged by the hotel itself. If you arrive late after partying you will have to …",5,1
538,"Nothing like the pictures. Tiny rooms, not cheap though. It's not specified anywhere that they don't have windows. Not very clean. Breakfast was nice though, but not enough for the price.",2,0
539,First off we booked at la vision months ahead of time. When we arrived at the hotel we were told there was no room and we were moved to church vision. We were told it was a better hotel but from all we could find it was cheaper and looked …,3,0
540,Even though we confronted construction works all over Vietnam staying in Church Vision Hotel was the worst experience so far... …,1,0
541,Staff is very helpful with a satisfying command of English. Breakfast are very good except for the coffee. Well situated in the old quarter.,4,1
542,The employees were very kind and helpful. Breakfast was good. Location was good. There were ants on the bed. You pay for what you get. The inside was falling apart and not as nice as the photos.,3,0
543,"It""s too old hotel, needs a lot repair. In winter time in room is very cold , like sleeping outside. Don't have heaters. Staff are friendly and helpful. excellent location, wifi and good breakfast",2,0
544,"Very nice hotel, clean room. Great location. Value for money . We will come back next time",5,1
545,"Nice hotel!
I'm stay here 2 nights and i feel very good. The room clean, staffs is very friendly.",5,1
546,"Hope you like church bells at 5 am every day. Bathrooms are dirty, DO NOT EAT THE CHICKEN, it put me in the hospital for 2 days. AVOID!",1,0
547,"Hotel clean, worth the money. The attitude of good employees.",5,1
549,"Dirty toilet, stains on the sheets. Helpful and friendly host. The host didn't do difficult after we decided to leave and we get our money back. Only need to cancel on booking.com",2,0
550,Reasonably priced Older Style Home stay . Good area not to far from old town.lovely host very helpful,4,1
551," Quiet, safe.",4,1
552,Fantabulous,5,1
553, Very nice and convenient,5,1
555,I was so surprised by the 4.3 rating once I got to the hotel. The staff is extremely friendly and it is in a great location and that is why it’s receiving one star. Other than that the hotel room was musty and the AC did not work properly. …,1,0
556,The place is situated near St. Joseph Cathedral very strategic to go around the center of Hanoi. The place is neat and clean including the room. All the staff are helpful and friendly. They are graciously gave us early check in and late check out with no extra fees.,5,1
557,"It’s a scam! Don’t use this hotel. After we came to the hotel to check in they took us to another one with much worst quality because they were supposedly fully booked. They confirmed our reservation with a fully booked hotel, and without …",1,0
558,"Very good little hotel in Hoan Kiem. Centrally located, for convenient access to the lake and surrounding attractions. Breakfast is good, rooms are clean, and air conditioning works well. The room was a decent size for 4 of us. Another …",4,1
559,"Small rooms but clean. Friendly staff. Good breakfast. Don't let them try to get to stay in their other hotel, it's disgusting. Other than that only complaint is the air conditioner didn't really work.",4,1
560,"Great hotel and great location, in the heart of the old quarter. Friendly staff, great little bar over the road from the property! Staff were accommodating and helpful.",5,1
561,We booked this hotel via air bnb. They let us book a 2 bedroom and 2 bathroom apartment. When we arrived they told us our apartment is only available from the second night. Then the apartment was only one bed room and one bath room. There …,2,0
562,"I strongly advise against staying at this hotel: my purse, containing passport and credit cards, was stolen from inside my hotel room while I was asleep. The hotel was likely involved and handled matters in a way that raises more questions …",1,0
563,"Location of this hotel is really nice! Just walk out few steps and you can see the Saint Joseph Cathedral, and walk two more blocks you can find the gorgeous lake which is very good to walk around after dinner! …",5,1
564,"Scam, and a waste of time. They tried to move us to a different hotel on a busy street with loud rooms. Looks like they do this frequently, based on other reviews. We ended up wasting an hour with them shuffling us back and forth before we bailed and got a room at a different hotel.",1,0
565,The attendants are not really truthful. Disappointed,1,0
566," The hotel stole the hotel jewelry everyone !!! There was one girl who was given the jewelry she put in her box by her Chinese boyfriend, but still got it, she asked for an orange check but the cleaning agent hid it.",1,0
567," The room is small, the price list at the first 2 hours is VND 150,000 but the fee is 200,000 VND",1,0
568, The hotel picked up the guests. Who should be careful. It is best to avoid this hotel. Wishing the hotel fast bankruptcy. Doing business like pants. 🙂,1,0
569,"(Translated by Google) Hotel swallows đồ
Please be careful if you bring valuables into the hotel. …",1,0
574,So so.,2,0
575,NO LIFT!HORRENDOUS ASCENT TO YOUR ROOM take your climbing gear with you.The pits but fairly cheap.Rooms are basic backpackers.,1,0
576,"OMG! There ins't elevator here @.@ you must be crazy for going upstair if your room on 3rd or 4th floor. Poor me. I didn't know this.
Moreover, the air condition is too week, telephone is crash. Room is no …",1,0
577,"Small room, small stair, no elevator ...not free drinking water .... oh my god ...",1,0
578,Filthy Hostel. This is not a hotel. It is a dump.,1,0
579,Poor in all manner,1,0
580," I have been here for 5 days, the waitresses are too old, the room is too old with the famous hotel is a 2-star hotel, an old blanket and bed sheet, the bathroom is broken, the faucet is turned on and down, cup tray If",1,0
581, -Its used in shortage.Interior furniture. Not true with advertising.,1,0
582, No elevator. Very many stairs. Check-out is two hours late and requires half the price of the room. :(,1,0
583, So bad. Everyone should avoid it when they are here ..,1,0
584, Too bad,1,0
585,"Postives: friendly and helpful staff.
Negatives: Room was covered in mould, pictures looked like they were taken a long time ago. Would not recommend",1,0
586,"I made a paid confirmed booking for 1 night on 01/12 through Agoda. Staying overnight in my friend's room and on 28/11 while having hotel breakfast, I passed my printout for the booking and passed it to the worker, Jonathan, and informed …",1,0
587,"The rooms ok. Now the bad things.
If you are coming, please don’t arrive late night, the receptionist is the most unprofessional, impolite, and incredible rude guy I ever met in an hotel. He …",1,0
588,We recommended this place to a couple from England. When we arrived the guy from the reception told us that we have to wait for our room (cleaning). It was 5pm and check in is at 2pm! …,1,0
589,"Hotel itself is nice and budget, and new rooms are just excellent, BUT: it’s seems like there is no any point to book a room here. I come to Hanoi very often and always book a room there, but every other time receptionist says that they …",1,0
590,"Put us in level three, get the heavy baggages to level 3 on own as there is No lift, angry and unwelcome receptionist ..haha.. never again",1,0
591,"The employee gave me a different room than the picture room. It's a very humid, dirty room. The bathroom is the terrible. I didn't use the bathroom.The reservation system is very poor",1,0
592,"We had a terrifying near death experience. My wife and I are both physicians, take our word when we say, do not deal with these people. They sent some guy in his personal car to pick us up from the airport at 8pm who only spoke vitnamese …",1,0
593,Horrible place. Service is pathetic nd attitude of staff is appalling. DON'T GO. It's not worth anything,1,0
594,"Included ""breakfast"" are just instant noodles. Not recommended to stay here given the availability of many other options in Hanoi.",1,0
595,Quiet overnight stay for couple..Amazing modern and spacious rooms for very affordable prices. Exceptionally clean. Very quiet. Great size bathroom with enough room for 2 or more.The hotel is not close to the tourist area of Hanoi. …,5,1
596,"A very pleasant stay. We were both really impressed with our rooms: very clean and comfortable with good facilities. We also really enjoyed chatting to Grandad in the foyer!. The location is reasonable, but there&#39;s a very, very busy road you need to c",5,1
597,"The room was dirty, the interior partially damaged or didn’t work at all!!! Like the bed lights seemed to have been ripped of the ceiling. And the view outside our window was a wonderful construction side wall. Scooters who have been parked …",1,0
598,"Je recommande Accueil sympa en anglais parfait, la chambre est propre bien équipé et le lit est confortable. L&#39;hôtel est très calme situé dans une petite ruelle. Ils m ont permis de garer ma moto dans le hall de l&#39;hôtel pour la nuit. Merci à vous !!! Je conseille cet établissement .Wifi moyen",5,1
599,"One of the better hotels for the price.. OYO 276 ticks all the boxes when you require a clean large room, good bed, with the bathroom having great showers. I&#39;ve stayed in 3 different types of rooms over a week and all the amenities are the same. It is a quiet and safe hotel. The staff are always attentive and caring.",5,1
600,Nice new hotel down a alley. On the wrong side of a busy road if you want to see the old quarter. But the price is right. The view of the red river is nice from the 6th floor. Ran out of hot water in my morning shower. There is a kettle but No water or coffee in the room.,4,1
601,Spacious room and clean. Chair and small table for working. Room quite new. 501 with River view would be the best choice. I am happy with that 😊. I made bookings via OYO app offered me extra discount 👍,5,1
602,"Lu2019équipe est très sympathique, merci !nLa chambre était parfaite, 7eme étage avec vue sur le fleuve dans une immense chambre, tout était propre et confortable. Rapport qualité&#47;prix excellent .Seul petit bémol, nous avons entendu un fond de basses de musique du2019un autre immeuble le matin",5,1
603,"Though this was a little further of a walk to the old quarter and much of Hanoi, and you had to cross a very busy street, it was more quiet and restful than had we stayed in the Old Quarter. The room was big and clean. There was plenty of hot water, doing",5,1
604,"A good base to go off exploring Hanoi.. Very friendly and helpful staff. Quickly arranged bike rental, airport transfers etc.... No coffee or tea in the rooms despite there being a kettle etc...",4,1
605, Like cc,1,0
606," Fully equipped, reasonable price",5,1
607, Room is very large and clean.,5,1
611,We enjoyed our stay at this hotel very much. The staff was very attentive and welcoming. My room had been very recently renovated. The landscape were beautiful throughout the day. The food quality is certainly great. There were several international television channels available. The room we stayed in was clean.,5,1
612,"I stayed for 4 nights. great hotel, great service with clean rooms and comfortable beds. Nice cntral location in the heart of the french quarter. I highly recommend this place. Tony the owner was very helpful and has assisted me in every way I requested.",5,1
613,"The hotel is located in the centre of old quarter. Tucked away location near lots of local food and attractions allowed us to explore some interesting parts of town. Booked through the hotel at a very reasonable cost. As they say, eat what the locals eat and you won't be wrong.",5,1
614,My boyfriend and I stayed at this hotel in July and we had an amazing experience. Room size was average for a hotel in the city. Rooms were quiet despite being in a busy quarter. We were always greeted with a friendly smile. From arrival to departure we were well taken care of.,5,1
615,I was so glad I booked this great hotel. Very clean during the whole stay. I found the staff to be very friendly and they helpful. The hotel sits in a good location. The hotel is located in the old quarter and the Hoan Kiem Lake can be reached by foot.,5,1
616,"I was lucky to stay in this hotel 3days while
hanoi tour.
Clean room condition with enough hot water …",5,1
617,"I was moved to the dorm here by Hanoi Travellers Hostel because they couldn't extend my stay with an AC room. In the dorm, the AC was stuck at 29C (84F). It would have been fine, but there was an unreachable window open so to avoid …",1,0
619,"Located in nice back packers area, rooms Old, not toooo comfortable, view of my room was in building site - Just 1m outside my window xd but its VietNam :)",3,0
620,"Very friendly staff, hotel clean room, very good value for money. Located 4minutes by walking from hoan kiem lake!",5,1
621,Good hotel,5,1
623,"It feels old and there is a small window facing the bed, the room is still bright we were having hard time taking a nap in the evening after long journey. With the price that we pay, we can get a much better hotel in the area. The pros is …",1,0
624,"We arrived to Hanoi on the 3rd of April, 2017. Church Boutique Hotel was our first hotel in Vietnam, booked by a Vietnamese tourist agency.
The hotel is nothing like the pictures, rooms were very narrow, with no windows, …",1,0
625,"There was a rat in our room. We asked to move and the only rooms that were available was the room next door and a room on another floor that the staff told us had a lice problem. We took the room next door and would you know it, 2 more rats …",1,0
626,"Very bad experience here. The rooms are tiny, which is fine, but the hotel is generally in shabby condition. Loud mechanical noises throughout the night. And the WiFi did not work -- even when it was technically connected we couldn't access many websites.",1,0
627,Room different from online. Fake advertising. Room is just enough to step in with luggage.,1,0
628,Rat.running down corridor and paper thin walls,1,0
629," 3 meter wide hotel and therefore everything too cramped for breakfast, the hotel has had its prime for a long time. Fridge in the closet works right next to the bed.",1,0
630,Old room. Fridge doesnt work. Everything looks like run down. The buffet does not offer varieties. But the price is cheaper than other branch.,2,0
631,"Moderate hotel if you're on a budget. Located in a very noisy part of town, but most of the rooms don't have any windows...so take your pick on that one. …",2,0
632,Poor Hotel. Very lousy,2,0
633,Standard.,3,0
636,"Highly recommended, great location, lovely helpful, patient staff and honest staff - everyone speaks great English too. Recommended.",5,1
637,Very helpful & friendly staff speaking good English Great breakfast Ideal location - quiet street in the old quarter near Hoam Kiem Lake I would definitely stay here again and recommend it for anyone staying in Hanoi.,5,1
638,Service good & room good,5,1
640,"We spent one day and one night in this hotel before moving to another one. The hotel itself is ok but expensive for the quality. They 'kinda' forgot to mention about a construction site right next to it. Worst, while napping after a 17 hour …",1,0
641,What a great hotel for the price. Friendly staff and clean rooms plus the free breakfast in the mourning perfect way to start your day off in Hanoi. Dat Rooney was great at helping us set up day trips and arrange transportation two and from airport. I would recommend staying here when. every in haoi,5,1
642,House keeping is bad and cheats you for money. AC doesn't work properly. There is mosquito in the hotel. The breakfast is limited and the hotel is very small unlike the pictures. I burnt my hand using their old school oven for toasting my bread and they didn't provide first aid even. Very very bad investment.,1,0
643,"Excellent hotel! Was really clean, cosy and amazing breakfast (buffet).
One room for two= 27$. …",5,1
644,Comfortable clean stay. Friendly staff. Good location. Would highly recommend. Excellent value for money,5,1
645,Great friendly helpful staff. Helpful with tour booking & a fun day in Halong bay. Nice room & a great breakfast to get our day started in the morning,5,1
646,Great location and very friendly staff. Our room itself was very clean and elegant while the breakfast was excellent and served early enough that we were able to eat before we were picked up for our day tours.,5,1
647,Rosie speaks great English and is super helpful. The rooms are very nice and clean. Wifi not super fast. They are accommodating about leaving your stuff before or after check in. Good free breakfast.,5,1
648,Very disgusting place. Door to the room had actual holes in it. Ants crawling up and down the walls. Bathroom stunk of sewage horribly bad. Lots of other bugs too. Dirty place. Don't stay here.,1,0
649,"Clean room, very good tasty breakfast, stuff is very helpful, good localization near night market.",5,1
650,Too bad. Be careful with the staff!!,1,0
651,There is too nosiy here. The music came from other houses in the midnight made me could not sleep well.,1,0
652,"I booked a room with them in advance but when I came after checkin time, they offered a higher-price room otherwise I had to wait a long time for the booked room cleaning. What a disapoitment waiting for me after a tired trip. I will never come back this cheating hotel ever again.",1,0
653," Called to book a room in advance, but when I came to check in, I reported that the room I ordered had a broken air conditioner and changed to another more expensive room; Room rate includes breakfast mainly",1,0
654,"(Translated by Google) Everyone is careful with the housekeeping staff (the employee is a family member of the manager ks), cleaning the property.
Toilets collapsed and deteriorated …",1,0
655, Be careful to lose your property !!,1,0
656, Old and quite dirty,2,0
657,"Once staff and clean.
But, only burning water in our room. Night club on the other side of the road.
Forget the breakfast and get out for some quality. …",3,0
658,Pleasant time,3,0
659,Service ok ! Staff very funny ! Room service clear and clean,3,0
660,"I was in private home nearby, not the hotel.",3,0
661,The accomadation was clean and pleasent The room had plenty of space to move around in with comfortable furniture and extra large king size bed. The staff was very helpful and spoke enough English to meet all my needs. Definitely would stay again.,4,1
662,"Very expensive, but more importantly, they charged me hidden fees upon checkout. Avoid.",1,0
663,"It is clean and inexpensive. 600000 per day, VND 500000. Check-in after 6pm is VND 300,000 VND370,000. Problem: There is no service for bottled water.",5,1
664,Clean room and great price.,4,1
665,Good service,5,1
666,"Situated in a dirty street, but the room is nice. Stayed only for one night, not far from the main sites of the city with a lot of places to eat around",4,1
667,Good location hotel,5,1
668,Ok,3,0
669,very good!,5,1
670,"Good hotel, good service with chip price. I was feeling that i went to European bussiness trip instead of i am in Vietnam",5,1
671,Definitely this place for best in short staying and in budget . And also it's situated in main commerical areas of old quarters..hon kiem lake is nearer.Visited on Winter vacation Dec 2019 .. Hanoi is One of the finest and best winter …,4,1
672,The staff was very friendly and helpful. Rooms were a bit small but a good catch if you're looking for a budget friendly option. It is situated in the old quarter and all the market street were just infront of the hotel. We could access all …,4,1
673,Nice hotel to stay for along time,5,1
674,"This hotel is a mixed bag. The people at the hotel were really nice, helpful and accommodating. Also the location of the hotel is really good. However, the rooms are a total mixed bag. The first room was the 4 series and neither was the A/c …",3,0
675,"Small rooms. I had twin bed room, it was indeed small than I expected. Have to tidy to appreciate that space or else you will be walking over your own luggage. The breakfast was okay and service appreciated for that price was a good deal. No food prepared though, have to eat out before coming to hotel.",4,1
676,"Absolutely love this reasonably priced hotel and the staff here!!! Small boutique hotel in the Old Quarter made it easy to walk to the lake, Old Quarter shopping and food. The nice breakfast was a great way to start each day. The staff …",5,1
677,Great place to stay. Everything in walking range. Very friendly service,5,1
678,"Not bad. At least it's centrally located, cheap, CLEAN and QUIET. Small rooms doesn't matter much to me. Breakfast is acceptable for the price you pay, such as eggs, fried rice, bread, bacon, watermelon, banana, cheese, milk, tea, coffee.",5,1
679,Rooms are nice and clean with no glaring insufficiencies. Staff don't seem too attentive... They are nice but seem more preoccupied with their phones or coworkers. Breakfast can be skipped. You're better off walking a short distance to grab a bowl of soup somewhere.,4,1
680, I booked with booking and upon arrival I wanted to raise the price to have AC,1,0
683,"The hostel is very cheap and staff is friendly, but rooms are a little bit ugly.",2,0
684," For picky and nervous people, I recommend looking for another place, for many reasons: 1. The interior walls are made of cardboard without soundproofing, so you can hear everything like in a hostel of 12 chairs.",2,0
685,Good,3,0
686,"(Translated by Google) I came in 2015 and 2017 and nothing to change
Owner is great but hotel rooms deserve a good refresh
The price is quite low which compensates for the lack of equipment …",3,0
690,This hotel is not conveniently located near the fascinating old city centre of Hanoi. A 20 minutes walk to the Hoan Kiem Lake and will take you about 30 minutes to central of Old Quarter. The staff is very friendly but their English is in …,1,0
691,"Very disspointed hotel and it was far under from out expectation. We read alot of good reviews and nice pictures for this hotel but everything was totally different. Room was small, narrow and stained bath-room and alot of mold . bed sheet …",1,0
692,"Poor hotel and bad service!
The hotel needs to improve in several areas. The plumbing in the hotel is poor. When the guests in the above room(s) flush their toilet, there will be a loud …",1,0
693," The worst staff I have ever seen is the only thing the hotel can score with is the location, you just get ripped off by the staff at the shuttle to or from the airport to change money or whatever to do with money it",1,0
694, We booked a taxi transfer to the airport via the hotel. We were told that the ride costs us around 12 €. On the day of departure we were at the end additionally on the amount 5% on it and additionally 15 USD again.,1,0
695, Exclusion of Chinese and Taiwanese,1,0
697,"clean and decent interior
But so thin walls that I could hear all the next door people's talking and snoring sounds …",2,0
698,"(Translated by Google) It differs a lot from pictures and is difficult to find...
Not sure about the kindness... …",2,0
699, Just Jengan Low Motel,2,0
700,"Nice friendly, clean, cheap place. Dorm on 6th floor, but spacious with lockers and small ensuite bathroom",4,1
701,"(Translated by Google) We booked a room for 3.
It's right in the center of the city we did everything on foot for the old town so the location is top notch. The room is big enough the comfortable beds. This …",4,1
702," This is the travel agency office renovating the upper floors into a thinking room. Not a traditional hotel. Enthusiastic staff, right in the heart of the old town, convenient to travel.",4,1
703,"Nice staff perfect service, room very clean, new and big but a little bit noisy from street outside, the location is perfect. Recommended!",5,1
704,We stayed in the triple room and it was clean and comfortable staff are very accomodating we loved it,5,1
705,"Perfect location, great price, very nice staff, amazing rooms, clean, comfortable, everything is just perfect!",5,1
706,"Nice place but the dorm is on sixth floor, without escalator",5,1
707,Nice house.,5,1
708,Good,5,1
709," Room right in the center of the old town, affordable price",5,1
710,"Sorry but terrible. Arrived and had a shower, bathroom flooded, nothing going down drain. Air con not working. Later in the evening cigarette smoke starts filling the room from a vent near the ceiling. Can barely breath trying to sleep. Pictures nothing like the room we had. So many better in Hanoi",1,0
711,"There is a real sense of xenophilia at this hotel. My friend and I are Vietnamese and we come from the South, so we can say we are regionally different from the capital people. Judging on our accent, they treated us indifferently with no …",1,0
712,"My girlfrinde got Good poisoning after breakfest. The staff refuce to even concider it to be ther fault since they only serve basic breakfest with Fride egg and heated nuddels and rice. Not they way to go about i situation like this, even if the Good poisoning is from somewher Els.",1,0
713,"We booked 1 room for 1 night. we arrived at 23:00pm after on long day at Sapa and we were exhausted. staff was unfriendly and offerred us a room 5$ more expensive. We said no to that room, so we went in our room and it was disgusting. there …",1,0
714,"Be careful. I stayed in 2018, and the maid tried to steal my passport. Luckily, I was able to get it back, but it was not a fun process.",1,0
715, Customer service is available for testing at the first time when it comes out,1,0
716," As soon as I entered, I smelled very heavy and mildew. We ordered a room without a window. Although the air was opened, the air was always circulated, and the bathroom was full of mildew. Worse, the toilet smells like",1,0
717, Over-booked and guided to another hotel within 10 minutes walking distance. It is on the 6th floor but there is no elevator. We can not say that hotel is not equipped with teaspoon tea kind. I just like the location.,1,0
718," I can’t say anything good, since in this hotel, my husband and I stole phones. Just went to the room when we slept and stolen, the staff did not help in resolving this issue.",1,0
719,There is no elevator. the internet on the top floor did not work. The room has a bad smell that seems to be from the closet. You have to clean the air conditioner because it smell bad. The shower and toilet are very small. The air-conditioning cooling good and the bed is very comfortable. There is a restaurant,2,0
720,"The room was, clean, spacious. AC worked wonderful! The staff was mostly friendly, only reason I didn't give five stars is they didn't really go above and beyond for their guest, the staff just does their job, but doesn't go out of their …",4,1
721,When I extended for one night the girl told me the price would be the same as the previous night. But at check out they tried to charge much more than the price stated in the booking for both nights. She started lying right in my face and …,1,0
722,"Hotel is quite good if you compare to price.
Room is filled with basic amenities.
Breakfast is acceptable.",4,1
723,"we stayed for 3 nights during out convention time. as convention centre is nearby. we have stayed for 30$ a night and i feel it is worth it. rooms are little small but clean beds, bathrooms. they have bigger rooms at extra cost. staff is …",5,1
724,Had a bit of a problem when checking in. Photos did not match the online posting. The superior room did not contain a balcony as mentioned on Agoda and the photos of the bathroom we're completely wrong. …,3,0
726,"Close to the railway station, has all the amenities you would need in a hotel. Room and toilet are both spacious. There is a full size fridge in the room as well. …",5,1
727,"Wonderful hotel in very central location.
The room is very clean and comfortable
The staff so very helpful and friendly. …",5,1
728,"Very recommended hotel, suitable for Family too, located not too far from old quarter, with the comfort of quieter hotel to rest in. Staff there are totally helpful and pleaseful in assisting guest need.",5,1
729,"Great hotel with really friendly staff. Our room was big, clean, and comfy. Best sleep I had in Hanoi. Breakfast buffet was amazing with many options to choose from. You also get a 10% discount at ViSpa with free pick-up.",4,1
730,Looks nothing like the pictures,1,0
731,"Noisy, Shower is not work, Maid cleaned room but forgot to LOCK the door.",1,0
732,"Dirty, expensive",1,0
733,Dislike,1,0
734, Visited March 2021. The next building is under construction. I thought it was crazy to do drilling work from 6 in the morning. Excluding cost-performance ratio.,1,0
735,"(Translated by Google) Overbooked and taken to a strange hotel
The staff responded worst …",1,0
736, fishing....,1,0
738,"+Price is great!
-Lukewarm showers
-4/10 on room cleanliness …",2,0
739," The price is only up to the railway, so the hotel is very quiet and the elevator is very small.",2,0
740,Good hotel,5,1
741,"We booked a room by phone, on arrival we were told they would not have a room until the next morning.
We were asked (as a favor) to spend one night in the hotel 100 mm away, we …",1,0
742,"We got very disappointed at the check in, our room (booked weeks in advanced) was no longer available (was given to a group staying longer than expected) so the receptionist arranged another room next door. This room was a downgrade compare to the room initially booked. The toilets and shower room are squeezed together in 1 m² space.",1,0
743," The hotel requires guests to pay overnight parking, not free any drinks, even a small bottle of water, without prior notice of the costs incurred above, so the payment is more expensive than other places.",1,0
744," A small hotel council. If booking makes a mistake and has left to book more rooms than are available, to the people who stay outside, you can not be offered by an insulting discount another room in another hotel of a",1,0
748,Average,2,0
751,This place is great for backpackers because it's near to most of the places that you wanted to visit in Hanoi especially the market and the lake. The room is clean and the bed is comfortable. The breakfast is good. The staff are very helpful and they're always smiling and friendly. I had a great stay.,5,1
752,Great spot close to everything and SUPER friendly helpful staff. Made great recommendations and took the time to tell us a bit about where to go in the city. Very much recommend this spot.,5,1
753,"The staff here are really friendly and helpful. They had a guide ready with the list of attractions and food to check out. The room had all the basic necessities and the TV had several English channels. For the price point, it's good for those on a budget!",4,1
754,We were moved here from the Little Hanoi Hotel when we wanted to extend but they were booked out. It turned out to be an improvement and we really enjoyed it. The rooms are nice and the location is good. There is one of the best places in …,4,1
755,"Hotel like accommodation for a backpackers price. Great location for the Old City area. Staff are amazing, staying up into the night to let you inside if you've been out",5,1
756,"A great hostel, very friendly and helpful staff. They booked great tours for good prices for me and were very flexible with the room booking - I could spontaneously cancel one night when I did the tour to Halong Bay with one night of the …",5,1
757,"Friendly staff, simply but good breakfast. We had a nice double bed room with private bathroom and AC. Not very fancy but just fine. Would recommend.",4,1
758,"Good price and the service is excellent! Nice and friendly staff, great food! and well located!! One of the best places I stayed in Vietnam!",5,1
759,"To Kim
Thanks so much for your kindness.
I come back to my country. …",5,1
760,"Nice and cheap hostel with friendly staff. Easy to make new friends. In case you will be doing the halong bay tour, stay there at least two full days. It's worth it",4,1
761, Poor civilization,1,0
765,"(Translated by Google) Room has a nice view. Good utility service. Elegant and polite staff.
At the right time of the holiday, there are also gifts. ❤️ …",5,1
766," The hotel is good, the price is acceptable",5,1
768,"i could not expect more from this hotel. Everything was so nice. The receptionist and even the manager was so informative and the bellboy was willing to do anything to please you. Besides, it's located right in the center of the old …",5,1
769,"Quiet, clean and very comfortable. We enjoyed our stay very much. Everything was good. Close to everything important in Hanoi, even the bus stop for a bus from airport. Breakfast were included and very good and fresh - u choose what you wanna eat from a menu. We slept very well. Staff very nice and approachable.",5,1
770,"Amazing location. Close to the markets, river and nightlife. Super friendly staff, Miu, Henry all of them were just amazing to us.
They offer really good tours as well. Amazing food as well!
If we ever come back to Hanoi, we will definitely stay here again.",5,1
771,"In the Old Quarter where there is (some) order out of chaos (smiles). A comfortable and spacious room, the best breakfast I have had in many years of travel, and hotel staff who will do everything to make your stay a wonderful one. Henry …",5,1
772,My boyfriend and I had an extremely comfortable stay at the Hanoi Amber Hotel. The staff were very friendly and helpful and we were made to feel so welcome. Miu was particularly excellent and attentive! The room was clean and the bed very …,5,1
773,"LOVED THIS HOTEL. Staff are amazing and go way above and beyond. So nice, so helpful, genuinely care about customers. Breakfast is lovely, you get to pick as much as you'd like off a lovely menu (pancakes are a must everytime). We loved Daisy and Son, very helpful staff",5,1
774,Staffs were great and friendly most of the time. Breakfast is delicious and fresh. l really enjoy they serve. Room cleanliness needs to be improved.,4,1
775,Manager and staff were very kind and helpful. The room was clean and not expensive.,5,1
776,"Good hotel and well placed in the old quarter of Hanoi. However we did book a room with a window and views to the city, and it was an interior windows where you could only see an interior wall of the hotel. The staff was really friendly and they came to pick us up on the streets on the first day when we couldn’t find the hotel",4,1
777,"The whole experience in this hotel is beyond 5 stars, every single staff here is all smiley and friendly. The bell boys were exceptional helping us bring our luggages up the stairs. …",5,1
778,"Cheap and clean dorms, good location, friendly staff.",4,1
779,"(Translated by Google) New hotel, beautiful and impressive design.
Full facilities but incredibly cheap in this pandemic season. I booked a female dorm bed and got 120k/night. It's hard to find a place like this in Hanoi …",5,1
780, Newly remodeled hostel with good value for money,5,1
783,"Breakfast is so terrible, they said that it is buffet but you can choose only one main course. expensive, bad, it isnot worth your money at all",1,0
786,Not good. The room is small,2,0
787, Hotel that if the pulls but that would have very little for which to pull itself. Tall and narrow with 3 or 4 rooms per floor and 1 lift only.,2,0
791,"Hotel in a narrow street near the West lake.
4 stars but not according International standardsNarrow and tall 3/4 rooms for floor. …",3,0
792,Small room but very comfortable location.,3,0
793,"At the brink of the old town in Hanoi, one of four in the Elpis range. The towels were so old - they were grey! The breakfast mediocre, no lift. The only good thing was the excellent service, provided by the receptionist.",2,0
794, Good bye,2,0
796,"Good location, easy to have a slow walk around to Hoàn Kiam Lake, Long Bien Bridge and the cathedral",3,0
797,Breakfast and coffee was good. Staff was good. Our room was dark because of no windows.,3,0
798, A 5 star rating is required on TripAdvisor.,3,0
802,"It's a good stay in the center of Hanoi city in the old quarter
Shopping centers or streets, restaurants, pubs are in the walkable vicinity.
Rooms are clean and staffs are good. Breakfast menu is also good here.",4,1
803,"Room 302 smells like sewage. Would not recommend. The staff sprayed the room with air freshener before we came in, making it obvious they know this rooms problem.",1,0
804,"The ranking is fake, the hotel pays the guests for the best review",1,0
805," Advantages: The location is near the old city, there are a lot of restaurants and cafes, and it is very close to Beer Street. The service staff of the hotel are very good and provide a lot of tourist information.",2,0
806,"Breakfast is awesome, location is acceptable, but wifi really really really sucks",3,0
811,The services are great. The staffs are very efficient and helpful. Always help to attend to our needs,4,1
